event,date,fighter,opponent,weight_class,outcome,method
UFC 122: Marquardt vs Okami,2010-11-13,Krzysztof Soszynski,Goran Reljic,Light Heavyweight,win,U-DEC
UFC 122: Marquardt vs Okami,2010-11-13,Yushin Okami,Nate Marquardt,Middleweight,win,U-DEC
UFC 122: Marquardt vs Okami,2010-11-13,Dennis Siver,Andre Winner,Lightweight,win,SUB
UFC 122: Marquardt vs Okami,2010-11-13,Amir Sadollah,Peter Sobotta,Welterweight,win,U-DEC
UFC 122: Marquardt vs Okami,2010-11-13,Duane Ludwig,Nick Osipczak,Welterweight,win,S-DEC
UFC 122: Marquardt vs Okami,2010-11-13,Pascal Krauss,Mark Scanlon,Welterweight,win,U-DEC
UFC 122: Marquardt vs Okami,2010-11-13,Kyle Noke,Rob Kimmons,Middleweight,win,SUB
UFC 122: Marquardt vs Okami,2010-11-13,Karlos Vemola,Seth Petruzelli,Light Heavyweight,win,KO/TKO
UFC 122: Marquardt vs Okami,2010-11-13,Carlos Eduardo Rocha,Kris McCray,Welterweight,win,SUB
UFC 122: Marquardt vs Okami,2010-11-13,Vladimir Matyushenko,Alexandre Ferreira,Light Heavyweight,win,KO/TKO
UFC 123: Rampage vs Machida,2010-11-20,Quinton Jackson,Lyoto Machida,Light Heavyweight,win,S-DEC
UFC 123: Rampage vs Machida,2010-11-20,Maiquel Falcao,Gerald Harris,Middleweight,win,U-DEC
UFC 123: Rampage vs Machida,2010-11-20,Phil Davis,Tim Boetsch,Light Heavyweight,win,SUB
UFC 123: Rampage vs Machida,2010-11-20,George Sotiropoulos,Joe Lauzon,Lightweight,win,SUB
UFC 123: Rampage vs Machida,2010-11-20,BJ Penn,Matt Hughes,Welterweight,win,KO/TKO
UFC 123: Rampage vs Machida,2010-11-20,Mark Munoz,Aaron Simpson,Middleweight,win,U-DEC
UFC 123: Rampage vs Machida,2010-11-20,Dennis Hallman,Karo Parisyan,Welterweight,win,KO/TKO
UFC 123: Rampage vs Machida,2010-11-20,Edson Barboza,Mike Lullo,Lightweight,win,KO/TKO
UFC 123: Rampage vs Machida,2010-11-20,Paul Kelly,TJ O'Brien,Lightweight,win,KO/TKO
UFC 123: Rampage vs Machida,2010-11-20,Nik Lentz,Tyson Griffin,Lightweight,win,S-DEC
UFC 123: Rampage vs Machida,2010-11-20,Brian Foster,Matt Brown,Welterweight,win,SUB
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Jonathan Brookins,Michael Johnson,Lightweight,win,U-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Stephan Bonnar,Igor Pokrajac,Light Heavyweight,win,U-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Demian Maia,Kendall Grove,Middleweight,win,U-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Rick Story,Johny Hendricks,Welterweight,win,U-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Leonard Garcia,Nam Phan,Featherweight,win,S-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Kyle Watson,Sako Chivitchian,Lightweight,win,U-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Ian Loveland,Tyler Toner,Featherweight,win,U-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Nick Pace,Will Campuzano,Bantamweight,win,SUB
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Pablo Garza,Fredson Paixao,Featherweight,win,KO/TKO
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,David Branch,Rich Attonito,Middleweight,win,U-DEC
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Cody McKenzie,Aaron Wilkinson,Lightweight,win,SUB
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Jim Miller,Charles Oliveira,Lightweight,win,SUB
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Mac Danzig,Joe Stevenson,Lightweight,win,KO/TKO
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Georges St-Pierre,Josh Koscheck,Welterweight,win,U-DEC
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Stefan Struve,Sean McCorkle,Heavyweight,win,KO/TKO
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Thiago Alves,John Howard,Welterweight,win,U-DEC
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Sean Pierson,Matthew Riddle,Welterweight,win,U-DEC
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Mark Bocek,Dustin Hazelett,Lightweight,win,SUB
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Jesse Bongfeldt,Rafael Natal,Middleweight,draw,M-DEC
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Ricardo Almeida,TJ Grant,Welterweight,win,U-DEC
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,John Makdessi,Pat Audinwood,Lightweight,win,U-DEC
UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Dan Miller,Joe Doerksen,Middleweight,win,S-DEC
UFC 125: Resolution,2011-01-01,Frankie Edgar,Gray Maynard,Lightweight,draw,S-DEC
UFC 125: Resolution,2011-01-01,Brian Stann,Chris Leben,Middleweight,win,KO/TKO
UFC 125: Resolution,2011-01-01,Dong Hyun Kim,Nate Diaz,Welterweight,win,U-DEC
UFC 125: Resolution,2011-01-01,Clay Guida,Takanori Gomi,Lightweight,win,SUB
UFC 125: Resolution,2011-01-01,Dustin Poirier,Josh Grispi,Featherweight,win,U-DEC
UFC 125: Resolution,2011-01-01,Brad Tavares,Phil Baroni,Middleweight,win,KO/TKO
UFC 125: Resolution,2011-01-01,Diego Nunes,Mike Brown,Featherweight,win,S-DEC
UFC 125: Resolution,2011-01-01,Daniel Roberts,Greg Soto,Welterweight,win,SUB
UFC 125: Resolution,2011-01-01,Jacob Volkmann,Antonio McKee,Lightweight,win,S-DEC
UFC 125: Resolution,2011-01-01,Jeremy Stephens,Marcus Davis,Lightweight,win,KO/TKO
UFC Fight Night: Fight for the Troops 2,2011-01-22,Pat Barry,Joey Beltran,Heavyweight,win,U-DEC
UFC Fight Night: Fight for the Troops 2,2011-01-22,Melvin Guillard,Evan Dunham,Lightweight,win,KO/TKO
UFC Fight Night: Fight for the Troops 2,2011-01-22,Matt Mitrione,Tim Hague,Heavyweight,win,KO/TKO
UFC Fight Night: Fight for the Troops 2,2011-01-22,Mark Hominick,George Roop,Featherweight,win,KO/TKO
UFC Fight Night: Fight for the Troops 2,2011-01-22,Matt Wiman,Cole Miller,Lightweight,win,U-DEC
UFC Fight Night: Fight for the Troops 2,2011-01-22,Chris Cariaso,Will Campuzano,Bantamweight,win,U-DEC
UFC Fight Night: Fight for the Troops 2,2011-01-22,DaMarques Johnson,Mike Guymon,Welterweight,win,SUB
UFC Fight Night: Fight for the Troops 2,2011-01-22,Rani Yahya,Mike Brown,Featherweight,win,U-DEC
UFC Fight Night: Fight for the Troops 2,2011-01-22,Waylon Lowe,Willamy Freire,Lightweight,win,U-DEC
UFC Fight Night: Fight for the Troops 2,2011-01-22,Charlie Brenneman,Amilcar Alves,Welterweight,win,U-DEC
UFC Fight Night: Fight for the Troops 2,2011-01-22,Yves Edwards,Cody McKenzie,Lightweight,win,SUB
UFC 126: Silva vs Belfort,2011-02-05,Jon Jones,Ryan Bader,Light Heavyweight,win,SUB
UFC 126: Silva vs Belfort,2011-02-05,Anderson Silva,Vitor Belfort,Middleweight,win,KO/TKO
UFC 126: Silva vs Belfort,2011-02-05,Forrest Griffin,Rich Franklin,Light Heavyweight,win,U-DEC
UFC 126: Silva vs Belfort,2011-02-05,Jake Ellenberger,Carlos Eduardo Rocha,Welterweight,win,S-DEC
UFC 126: Silva vs Belfort,2011-02-05,Miguel Torres,Antonio Banuelos,Bantamweight,win,U-DEC
UFC 126: Silva vs Belfort,2011-02-05,Chad Mendes,Michihiro Omigawa,Featherweight,win,U-DEC
UFC 126: Silva vs Belfort,2011-02-05,Demetrious Johnson,Norifumi Yamamoto,Bantamweight,win,U-DEC
UFC 126: Silva vs Belfort,2011-02-05,Paul Taylor,Gabe Ruediger,Lightweight,win,KO/TKO
UFC 126: Silva vs Belfort,2011-02-05,Kyle Kingsbury,Ricardo Romero,Light Heavyweight,win,KO/TKO
UFC 126: Silva vs Belfort,2011-02-05,Donald Cerrone,Paul Kelly,Lightweight,win,SUB
UFC 126: Silva vs Belfort,2011-02-05,Mike Pierce,Kenny Robertson,Welterweight,win,KO/TKO
UFC 127: Penn vs Fitch,2011-02-26,BJ Penn,Jon Fitch,Welterweight,draw,M-DEC
UFC 127: Penn vs Fitch,2011-02-26,Michael Bisping,Jorge Rivera,Middleweight,win,KO/TKO
UFC 127: Penn vs Fitch,2011-02-26,Brian Ebersole,Chris Lytle,Welterweight,win,U-DEC
UFC 127: Penn vs Fitch,2011-02-26,Kyle Noke,Chris Camozzi,Middleweight,win,SUB
UFC 127: Penn vs Fitch,2011-02-26,Ross Pearson,Spencer Fisher,Lightweight,win,U-DEC
UFC 127: Penn vs Fitch,2011-02-26,Dennis Siver,George Sotiropoulos,Lightweight,win,U-DEC
UFC 127: Penn vs Fitch,2011-02-26,Nick Ring,Riki Fukuda,Middleweight,win,U-DEC
UFC 127: Penn vs Fitch,2011-02-26,Anthony Perosh,Tom Blackledge,Light Heavyweight,win,SUB
UFC 127: Penn vs Fitch,2011-02-26,Zhang Tiequan,Jason Reinhardt,Featherweight,win,SUB
UFC 127: Penn vs Fitch,2011-02-26,Mark Hunt,Chris Tuchscherer,Heavyweight,win,KO/TKO
UFC 127: Penn vs Fitch,2011-02-26,Curt Warburton,Maciej Jewtuszko,Lightweight,win,U-DEC
UFC 127: Penn vs Fitch,2011-02-26,Alexander Gustafsson,James Te Huna,Light Heavyweight,win,SUB
UFC Live: Sanchez vs Kampmann,2011-03-03,Diego Sanchez,Martin Kampmann,Welterweight,win,U-DEC
UFC Live: Sanchez vs Kampmann,2011-03-03,Mark Munoz,CB Dollaway,Middleweight,win,KO/TKO
UFC Live: Sanchez vs Kampmann,2011-03-03,Chris Weidman,Alessio Sakara,Middleweight,win,U-DEC
UFC Live: Sanchez vs Kampmann,2011-03-03,Brian Bowles,Damacio Page,Bantamweight,win,SUB
UFC Live: Sanchez vs Kampmann,2011-03-03,Cyrille Diabate,Steve Cantwell,Light Heavyweight,win,U-DEC
UFC Live: Sanchez vs Kampmann,2011-03-03,Takeya Mizugaki,Reuben Duran,Bantamweight,win,S-DEC
UFC Live: Sanchez vs Kampmann,2011-03-03,Shane Roller,Thiago Tavares,Lightweight,win,KO/TKO
UFC Live: Sanchez vs Kampmann,2011-03-03,Dongi Yang,Rob Kimmons,Middleweight,win,KO/TKO
UFC Live: Sanchez vs Kampmann,2011-03-03,Rousimar Palhares,David Branch,Middleweight,win,SUB
UFC Live: Sanchez vs Kampmann,2011-03-03,Igor Pokrajac,Todd Brown,Light Heavyweight,win,KO/TKO
UFC Live: Sanchez vs Kampmann,2011-03-03,Danny Castillo,Joe Stevenson,Lightweight,win,U-DEC
UFC 128: Shogun vs Jones,2011-03-19,Jim Miller,Kamal Shalorus,Lightweight,win,KO/TKO
UFC 128: Shogun vs Jones,2011-03-19,Nate Marquardt,Dan Miller,Middleweight,win,U-DEC
UFC 128: Shogun vs Jones,2011-03-19,Jon Jones,Mauricio Rua,Light Heavyweight,win,KO/TKO
UFC 128: Shogun vs Jones,2011-03-19,Urijah Faber,Eddie Wineland,Bantamweight,win,U-DEC
UFC 128: Shogun vs Jones,2011-03-19,Brendan Schaub,Mirko Filipovic,Heavyweight,win,KO/TKO
UFC 128: Shogun vs Jones,2011-03-19,Nick Catone,Constantinos Philippou,Catch Weight,win,U-DEC
UFC 128: Shogun vs Jones,2011-03-19,Edson Barboza,Anthony Njokuani,Lightweight,win,U-DEC
UFC 128: Shogun vs Jones,2011-03-19,Mike Pyle,Ricardo Almeida,Welterweight,win,U-DEC
UFC 128: Shogun vs Jones,2011-03-19,Gleison Tibau,Kurt Pellegrino,Lightweight,win,S-DEC
UFC 128: Shogun vs Jones,2011-03-19,Joseph Benavidez,Ian Loveland,Bantamweight,win,U-DEC
UFC 128: Shogun vs Jones,2011-03-19,Erik Koch,Raphael Assuncao,Featherweight,win,KO/TKO
UFC 128: Shogun vs Jones,2011-03-19,Luiz Cane,Eliot Marshall,Light Heavyweight,win,KO/TKO
UFC Fight Night: Nogueira vs Davis,2011-03-26,Phil Davis,Rogerio Nogueira,Light Heavyweight,win,U-DEC
UFC Fight Night: Nogueira vs Davis,2011-03-26,Anthony Johnson,Dan Hardy,Welterweight,win,U-DEC
UFC Fight Night: Nogueira vs Davis,2011-03-26,Amir Sadollah,DaMarques Johnson,Welterweight,win,KO/TKO
UFC Fight Night: Nogueira vs Davis,2011-03-26,Chan Sung Jung,Leonard Garcia,Featherweight,win,SUB
UFC Fight Night: Nogueira vs Davis,2011-03-26,Mike Russow,Jon Madsen,Heavyweight,win,KO/TKO
UFC Fight Night: Nogueira vs Davis,2011-03-26,Mackens Semerzier,Alex Caceres,Featherweight,win,SUB
UFC Fight Night: Nogueira vs Davis,2011-03-26,John Hathaway,Kris McCray,Welterweight,win,S-DEC
UFC Fight Night: Nogueira vs Davis,2011-03-26,Michael McDonald,Edwin Figueroa,Bantamweight,win,U-DEC
UFC Fight Night: Nogueira vs Davis,2011-03-26,Christian Morecraft,Sean McCorkle,Heavyweight,win,SUB
UFC Fight Night: Nogueira vs Davis,2011-03-26,Johny Hendricks,TJ Waldburger,Welterweight,win,KO/TKO
UFC Fight Night: Nogueira vs Davis,2011-03-26,Aaron Simpson,Mario Miranda,Middleweight,win,U-DEC
UFC Fight Night: Nogueira vs Davis,2011-03-26,Nik Lentz,Waylon Lowe,Lightweight,win,SUB
UFC 129: St-Pierre vs Shields,2011-04-30,Georges St-Pierre,Jake Shields,Welterweight,win,U-DEC
UFC 129: St-Pierre vs Shields,2011-04-30,Lyoto Machida,Randy Couture,Light Heavyweight,win,KO/TKO
UFC 129: St-Pierre vs Shields,2011-04-30,Vladimir Matyushenko,Jason Brilz,Light Heavyweight,win,KO/TKO
UFC 129: St-Pierre vs Shields,2011-04-30,Benson Henderson,Mark Bocek,Lightweight,win,U-DEC
UFC 129: St-Pierre vs Shields,2011-04-30,Rory MacDonald,Nate Diaz,Welterweight,win,U-DEC
UFC 129: St-Pierre vs Shields,2011-04-30,Jose Aldo,Mark Hominick,Featherweight,win,U-DEC
UFC 129: St-Pierre vs Shields,2011-04-30,Claude Patrick,Daniel Roberts,Welterweight,win,U-DEC
UFC 129: St-Pierre vs Shields,2011-04-30,Ivan Menjivar,Charlie Valencia,Bantamweight,win,KO/TKO
UFC 129: St-Pierre vs Shields,2011-04-30,Jason MacDonald,Ryan Jensen,Middleweight,win,SUB
UFC 129: St-Pierre vs Shields,2011-04-30,John Makdessi,Kyle Watson,Lightweight,win,KO/TKO
UFC 129: St-Pierre vs Shields,2011-04-30,Pablo Garza,Yves Jabouin,Featherweight,win,SUB
UFC 129: St-Pierre vs Shields,2011-04-30,Jake Ellenberger,Sean Pierson,Welterweight,win,KO/TKO
UFC 130: Rampage vs Hamill,2011-05-28,Quinton Jackson,Matt Hamill,Light Heavyweight,win,U-DEC
UFC 130: Rampage vs Hamill,2011-05-28,Frank Mir,Roy Nelson,Heavyweight,win,U-DEC
UFC 130: Rampage vs Hamill,2011-05-28,Travis Browne,Stefan Struve,Heavyweight,win,KO/TKO
UFC 130: Rampage vs Hamill,2011-05-28,Rick Story,Thiago Alves,Welterweight,win,U-DEC
UFC 130: Rampage vs Hamill,2011-05-28,Brian Stann,Jorge Santiago,Middleweight,win,KO/TKO
UFC 130: Rampage vs Hamill,2011-05-28,Demetrious Johnson,Miguel Torres,Bantamweight,win,U-DEC
UFC 130: Rampage vs Hamill,2011-05-28,Tim Boetsch,Kendall Grove,Middleweight,win,U-DEC
UFC 130: Rampage vs Hamill,2011-05-28,Gleison Tibau,Rafaello Oliveira,Lightweight,win,SUB
UFC 130: Rampage vs Hamill,2011-05-28,Michael McDonald,Chris Cariaso,Bantamweight,win,S-DEC
UFC 130: Rampage vs Hamill,2011-05-28,Renan Barao,Cole Escovedo,Bantamweight,win,U-DEC
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Tony Ferguson,Ramsey Nijem,Welterweight,win,KO/TKO
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Clay Guida,Anthony Pettis,Lightweight,win,U-DEC
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Ed Herman,Tim Credeur,Middleweight,win,KO/TKO
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Kyle Kingsbury,Fabio Maldonado,Light Heavyweight,win,U-DEC
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Chris Cope,Chuck O'Neil,Welterweight,win,U-DEC
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Reuben Duran,Francisco Rivera,Bantamweight,win,SUB
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,George Roop,Josh Grispi,Featherweight,win,KO/TKO
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Shamar Bailey,Ryan McGillivray,Welterweight,win,U-DEC
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Clay Harvison,Justin Edwards,Welterweight,win,S-DEC
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Scott Jorgensen,Ken Stone,Bantamweight,win,KO/TKO
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,Jeremy Stephens,Danny Downes,Lightweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Dave Herman,Jon Olav Einemo,Heavyweight,win,KO/TKO
UFC 131: Dos Santos vs Carwin,2011-06-11,Junior Dos Santos,Shane Carwin,Heavyweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Kenny Florian,Diego Nunes,Featherweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Mark Munoz,Demian Maia,Middleweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Donald Cerrone,Vagner Rocha,Lightweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Chris Weidman,Jesse Bongfeldt,Middleweight,win,SUB
UFC 131: Dos Santos vs Carwin,2011-06-11,Darren Elkins,Michihiro Omigawa,Featherweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Krzysztof Soszynski,Mike Massenzio,Light Heavyweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Nick Ring,James Head,Middleweight,win,SUB
UFC 131: Dos Santos vs Carwin,2011-06-11,Dustin Poirier,Jason Young,Featherweight,win,U-DEC
UFC 131: Dos Santos vs Carwin,2011-06-11,Joey Beltran,Aaron Rosa,Heavyweight,win,KO/TKO
UFC 131: Dos Santos vs Carwin,2011-06-11,Sam Stout,Yves Edwards,Lightweight,win,KO/TKO
UFC Live: Kongo vs Barry,2011-06-26,Cheick Kongo,Pat Barry,Heavyweight,win,KO/TKO
UFC Live: Kongo vs Barry,2011-06-26,Charlie Brenneman,Rick Story,Welterweight,win,U-DEC
UFC Live: Kongo vs Barry,2011-06-26,Matt Brown,John Howard,Welterweight,win,U-DEC
UFC Live: Kongo vs Barry,2011-06-26,Matt Mitrione,Christian Morecraft,Heavyweight,win,KO/TKO
UFC Live: Kongo vs Barry,2011-06-26,Tyson Griffin,Manvel Gamburyan,Featherweight,win,U-DEC
UFC Live: Kongo vs Barry,2011-06-26,Javier Vazquez,Joe Stevenson,Featherweight,win,U-DEC
UFC Live: Kongo vs Barry,2011-06-26,Joe Lauzon,Curt Warburton,Lightweight,win,SUB
UFC Live: Kongo vs Barry,2011-06-26,Rich Attonito,Daniel Roberts,Welterweight,win,U-DEC
UFC Live: Kongo vs Barry,2011-06-26,Ricardo Lamas,Matt Grice,Featherweight,win,KO/TKO
UFC Live: Kongo vs Barry,2011-06-26,Michael Johnson,Edward Faaloloto,Lightweight,win,KO/TKO
UFC 132: Cruz vs Faber,2011-07-02,Dominick Cruz,Urijah Faber,Bantamweight,win,U-DEC
UFC 132: Cruz vs Faber,2011-07-02,Chris Leben,Wanderlei Silva,Middleweight,win,KO/TKO
UFC 132: Cruz vs Faber,2011-07-02,Dennis Siver,Matt Wiman,Lightweight,win,U-DEC
UFC 132: Cruz vs Faber,2011-07-02,Tito Ortiz,Ryan Bader,Light Heavyweight,win,SUB
UFC 132: Cruz vs Faber,2011-07-02,Carlos Condit,Dong Hyun Kim,Welterweight,win,KO/TKO
UFC 132: Cruz vs Faber,2011-07-02,Jeff Hougland,Donny Walker,Bantamweight,win,U-DEC
UFC 132: Cruz vs Faber,2011-07-02,Rafael Dos Anjos,George Sotiropoulos,Lightweight,win,KO/TKO
UFC 132: Cruz vs Faber,2011-07-02,Brian Bowles,Takeya Mizugaki,Bantamweight,win,U-DEC
UFC 132: Cruz vs Faber,2011-07-02,Aaron Simpson,Brad Tavares,Middleweight,win,U-DEC
UFC 132: Cruz vs Faber,2011-07-02,Anthony Njokuani,Andre Winner,Lightweight,win,U-DEC
UFC 132: Cruz vs Faber,2011-07-02,Melvin Guillard,Shane Roller,Lightweight,win,KO/TKO
UFC 133: Evans vs Ortiz 2,2011-08-06,Constantinos Philippou,Jorge Rivera,Middleweight,win,S-DEC
UFC 133: Evans vs Ortiz 2,2011-08-06,Rashad Evans,Tito Ortiz,Light Heavyweight,win,KO/TKO
UFC 133: Evans vs Ortiz 2,2011-08-06,Vitor Belfort,Yoshihiro Akiyama,Middleweight,win,KO/TKO
UFC 133: Evans vs Ortiz 2,2011-08-06,Brian Ebersole,Dennis Hallman,Welterweight,win,KO/TKO
UFC 133: Evans vs Ortiz 2,2011-08-06,Rory MacDonald,Mike Pyle,Welterweight,win,KO/TKO
UFC 133: Evans vs Ortiz 2,2011-08-06,Rafael Natal,Paul Bradley,Middleweight,win,U-DEC
UFC 133: Evans vs Ortiz 2,2011-08-06,Chad Mendes,Rani Yahya,Featherweight,win,U-DEC
UFC 133: Evans vs Ortiz 2,2011-08-06,Ivan Menjivar,Nick Pace,Bantamweight,win,U-DEC
UFC 133: Evans vs Ortiz 2,2011-08-06,Johny Hendricks,Mike Pierce,Welterweight,win,S-DEC
UFC 133: Evans vs Ortiz 2,2011-08-06,Mike Brown,Nam Phan,Featherweight,win,U-DEC
UFC 133: Evans vs Ortiz 2,2011-08-06,Alexander Gustafsson,Matt Hamill,Light Heavyweight,win,KO/TKO
UFC Live: Hardy vs Lytle,2011-08-14,Chris Lytle,Dan Hardy,Welterweight,win,SUB
UFC Live: Hardy vs Lytle,2011-08-14,Benson Henderson,Jim Miller,Lightweight,win,U-DEC
UFC Live: Hardy vs Lytle,2011-08-14,Donald Cerrone,Charles Oliveira,Lightweight,win,KO/TKO
UFC Live: Hardy vs Lytle,2011-08-14,Duane Ludwig,Amir Sadollah,Welterweight,win,U-DEC
UFC Live: Hardy vs Lytle,2011-08-14,Jared Hamman,CB Dollaway,Middleweight,win,KO/TKO
UFC Live: Hardy vs Lytle,2011-08-14,Joseph Benavidez,Eddie Wineland,Bantamweight,win,U-DEC
UFC Live: Hardy vs Lytle,2011-08-14,Ronny Markes,Karlos Vemola,Light Heavyweight,win,U-DEC
UFC Live: Hardy vs Lytle,2011-08-14,Jimy Hettes,Alex Caceres,Featherweight,win,SUB
UFC Live: Hardy vs Lytle,2011-08-14,Cole Miller,TJ O'Brien,Lightweight,win,SUB
UFC Live: Hardy vs Lytle,2011-08-14,Jacob Volkmann,Danny Castillo,Lightweight,win,U-DEC
UFC Live: Hardy vs Lytle,2011-08-14,Edwin Figueroa,Jason Reinhardt,Bantamweight,win,KO/TKO
UFC Live: Hardy vs Lytle,2011-08-14,Ed Herman,Kyle Noke,Middleweight,win,SUB
UFC 134: Silva vs Okami,2011-08-27,Anderson Silva,Yushin Okami,Middleweight,win,KO/TKO
UFC 134: Silva vs Okami,2011-08-27,Stanislav Nedkov,Luiz Cane,Light Heavyweight,win,KO/TKO
UFC 134: Silva vs Okami,2011-08-27,Edson Barboza,Ross Pearson,Lightweight,win,S-DEC
UFC 134: Silva vs Okami,2011-08-27,Thiago Tavares,Spencer Fisher,Lightweight,win,KO/TKO
UFC 134: Silva vs Okami,2011-08-27,Mauricio Rua,Forrest Griffin,Light Heavyweight,win,KO/TKO
UFC 134: Silva vs Okami,2011-08-27,Paulo Thiago,David Mitchell,Welterweight,win,U-DEC
UFC 134: Silva vs Okami,2011-08-27,Rousimar Palhares,Dan Miller,Middleweight,win,U-DEC
UFC 134: Silva vs Okami,2011-08-27,Yves Jabouin,Ian Loveland,Bantamweight,win,S-DEC
UFC 134: Silva vs Okami,2011-08-27,Iuri Alcantara,Felipe Arantes,Featherweight,win,U-DEC
UFC 134: Silva vs Okami,2011-08-27,Antonio Rodrigo Nogueira,Brendan Schaub,Heavyweight,win,KO/TKO
UFC 134: Silva vs Okami,2011-08-27,Erick Silva,Luis Ramos,Welterweight,win,KO/TKO
UFC 134: Silva vs Okami,2011-08-27,Raphael Assuncao,Johnny Eduardo,Bantamweight,win,U-DEC
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Jake Ellenberger,Jake Shields,Welterweight,win,KO/TKO
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Court McGee,Dongi Yang,Middleweight,win,U-DEC
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Erik Koch,Jonathan Brookins,Featherweight,win,U-DEC
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Alan Belcher,Jason MacDonald,Middleweight,win,KO/TKO
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Evan Dunham,Shamar Bailey,Lightweight,win,U-DEC
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Vagner Rocha,Cody McKenzie,Lightweight,win,SUB
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Ken Stone,Donny Walker,Bantamweight,win,SUB
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Seth Baczynski,Clay Harvison,Welterweight,win,SUB
UFC Fight Night: Shields vs Ellenberger,2011-09-17,TJ Waldburger,Mike Stumpf,Welterweight,win,SUB
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Robert Peralta,Mike Lullo,Featherweight,win,U-DEC
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Justin Edwards,Jorge Lopez,Welterweight,win,U-DEC
UFC Fight Night: Shields vs Ellenberger,2011-09-17,Lance Benoist,Matthew Riddle,Welterweight,win,U-DEC
UFC 135: Jones vs Rampage,2011-09-24,Mark Hunt,Ben Rothwell,Heavyweight,win,U-DEC
UFC 135: Jones vs Rampage,2011-09-24,Jon Jones,Quinton Jackson,Light Heavyweight,win,SUB
UFC 135: Jones vs Rampage,2011-09-24,Josh Koscheck,Matt Hughes,Welterweight,win,KO/TKO
UFC 135: Jones vs Rampage,2011-09-24,Travis Browne,Rob Broughton,Heavyweight,win,U-DEC
UFC 135: Jones vs Rampage,2011-09-24,Takeya Mizugaki,Cole Escovedo,Bantamweight,win,KO/TKO
UFC 135: Jones vs Rampage,2011-09-24,Tony Ferguson,Aaron Riley,Lightweight,win,KO/TKO
UFC 135: Jones vs Rampage,2011-09-24,Tim Boetsch,Nick Ring,Middleweight,win,U-DEC
UFC 135: Jones vs Rampage,2011-09-24,Junior Assuncao,Eddie Yagin,Featherweight,win,U-DEC
UFC 135: Jones vs Rampage,2011-09-24,James Te Huna,Ricardo Romero,Light Heavyweight,win,KO/TKO
