,name,current_rating,peak_rating,current_streak,best_streak
1035,Mats Nilsson,1347.2940586881443,1446.3338486093023,-2,0
354,Matt Arroyo,1441.4807380019943,1736.1119303476282,-2,1
1568,Matt Bessette,1235.2014145095416,1385.146914927524,-2,0
395,Matt Brown,1808.4719614360533,1980.1530517826402,1,7
1163,Matt Dwyer,1348.029580388234,1470.2498675519919,-2,1
1564,Matt Frevola,1774.9964233333878,1927.2275198515692,-2,3
310,Matt Grice,1345.1553658272805,1448.1389605674563,-1,1
223,Matt Hamill,1789.2802157686021,2005.7702517064229,-1,5
1083,Matt Hobar,1342.8782082049206,1432.7312437579358,-1,1
426,Matt Horwich,1314.805012369127,1391.3763080119775,-2,0
25,Matt Hughes,1901.979338790979,2168.829713428541,-2,6
15,Matt Lindland,1873.9765277517397,1906.9068685625884,2,4
712,Matt Lucas,1272.5538101961952,1272.5538101961952,-1,0
520,Matt Mitrione,1821.00370470289,2030.5992100763392,-2,5
1628,Matt Sayles,1364.4220316595408,1512.451470827853,-2,1
1429,Matt Schnell,1593.3890110337302,1847.7000827246784,1,4
42,Matt Serra,1684.3539738437012,1755.643046358764,-1,2
1112,Matt Van Buren,1198.4686757955496,1360.3599892988498,-2,0
459,Matt Veach,1501.5139529534677,1673.6525380723076,-2,1
217,Matt Wiman,1457.421575197904,1903.3448658521315,-3,4
1377,Matthew Lopez,1607.4583389555453,1829.2740711131682,-3,2
396,Matthew Riddle,1744.516293333789,1902.1940915062903,2,3
1893,Matthew Semelsberger,1603.4519862153802,1876.8386384944959,-4,2
1664,Maurice Greene,1562.7057745806135,1799.7028619531527,-2,3
13,Maurice Smith,1405.594248505016,1405.594248505016,-1,0
345,Mauricio Rua,1622.559002873727,2039.4470220322282,-3,3
2308,Mauricio Ruffy,2058.6386374790436,2058.6386374790436,3,3
1392,Max Griffin,1826.509141256131,1877.4544550005382,-1,3
749,Max Holloway,2342.531117291671,2406.569438001576,-1,13
1857,Max Rohskopf,1242.1885971084048,1242.1885971084048,-1,0
1864,Maxim Grishin,1618.339207884438,1718.0552977727948,-1,1
772,Maximo Blanco,1644.5790404131278,1829.942707563992,-2,3
1647,Maycee Barber,1990.288106821637,1990.288106821637,6,6
1639,Mayra Bueno Silva,1594.800042661181,1852.422593412553,-3,3
1602,Megan Anderson,1678.4486715616094,1694.9344434204802,-1,2
1331,Mehdi Baghdad,1490.3552148197468,1490.3552148197468,-2,0
1552,Melinda Fabian,1417.1498233620637,1500.0,-1,0
2000,Melissa Gatto,1683.9031662816647,1805.6799967439292,1,2
2116,Melissa Martinez,1366.9107721211872,1366.9107721211872,1,1
2244,Melissa Mullins,1592.8700528359689,1846.8262344436037,-1,1
2144,Melquizael Costa,1906.8319527909628,1906.8319527909628,4,4
1997,Melsik Baghdasaryan,1671.207505424752,1831.0015623816257,-1,2
184,Melvin Guillard,1739.1044652065011,1856.4296530582733,-1,5
1561,Merab Dvalishvili,2450.579976466863,2450.579976466863,13,13
2404,Michael Aswell,1289.4296209576557,1289.4296209576557,-1,0
219,Michael Bisping,2125.8530589492393,2230.6933710720386,-2,5
1952,Michael Chandler,1895.367164298477,2068.9276092764367,-3,1
779,Michael Chiesa,2042.4694010239607,2136.239711130319,3,4
1269,Michael Graves,1861.5420356654993,1908.9827707573832,2,2
599,Michael Johnson,1756.4012332739019,2000.8563809800808,2,4
747,Michael Kuiper,1356.9217748988622,1554.7247484363193,-2,1
1402,Michael McBride,1235.2847779185859,1402.9377036016715,-2,0
646,Michael McDonald,1796.302388431181,1892.03667187344,-1,4
2040,Michael Morales,2281.3330426251005,2281.3330426251005,6,6
2285,Michael Page,2070.385503986173,2080.6607840734487,1,1
416,Michael Patt,1304.7569749177808,1348.753241137136,-2,0
1605,Michael Trizano,1634.2627069792031,1753.0098117143748,1,2
2112,Michal Figlak,1201.2316428773618,1319.8691582088406,-2,0
1701,Michal Oleksiejczuk,1764.631191610204,1980.0000230054213,1,2
2007,Micheal Gillmore,1237.9790531617127,1360.3599892988498,-2,0
1670,Michel Batista,1360.3599892988498,1360.3599892988498,-1,0
1737,Michel Pereira,1949.1250495418788,2141.52160725171,-2,8
909,Michel Prazeres,1851.8573263045273,2009.6473634174738,-2,8
1483,Michel Quinones,1290.0338268998235,1360.3599892988498,-2,0
1270,Michelle Waterson-Gomez,1544.4068833504216,1901.3428690593576,-5,3
342,Michihiro Omigawa,1194.8392992316217,1332.680343179324,-2,1
1088,Michinori Tanaka,1453.134709361343,1837.6416589612988,-2,1
2216,Mick Parkin,1850.9904016784074,1959.3667327730723,-1,4
1242,Mickael Lebout,1525.6342508191196,1609.3065205767236,-1,1
1334,Mickey Gall,1400.5293056122139,1935.1440176501128,-4,3
889,Miesha Tate,1589.3344289823633,1933.1729211581367,-1,5
1798,Miguel Baeza,1527.8207213662238,2025.9881037283096,-4,3
616,Miguel Torres,1587.6389847398764,1736.1119303476282,-1,1
2019,Mike Breeden,1354.3798447056463,1418.6567929769517,1,1
126,Mike Brown,1579.3854157026785,1650.86884508372,-1,2
466,Mike Ciesnolevicz,1571.4982142219737,1736.1119303476282,-1,1
1728,Mike Davis,1689.8429700424401,1789.2859654586935,-1,4
695,Mike Easton,1584.086067398756,1953.2527540934536,-4,3
1708,Mike Grundy,1520.1756486936124,1853.472440690031,-3,1
533,Mike Guymon,1401.4962846189467,1639.9347433954795,-2,1
1337,Mike Jackson,1229.1958149243658,1444.7220035789016,-1,1
1122,Mike King,1360.3599892988498,1360.3599892988498,-1,0
123,Mike Kyle,1615.485548006266,1691.2941178110746,1,1
591,Mike Lullo,1232.153861782208,1360.3599892988498,-2,0
2068,Mike Malott,1967.2291911448665,1980.570733217019,2,3
419,Mike Massenzio,1377.3691606247949,1837.3668169768277,-2,1
224,Mike Nickels,1518.3122821348773,1736.1119303476282,-1,1
1388,Mike Perry,1764.659492654981,1931.9582795881547,-2,2
499,Mike Pierce,1852.6361986614836,2039.0521964570116,-2,4
481,Mike Pyle,1585.3946035225138,1943.8472787879136,-3,4
1007,Mike Rhodes,1267.928162510528,1360.3599892988498,-3,0
847,Mike Ricci,1551.3545602665117,1551.3545602665117,-1,1
846,Mike Rio,1347.9700953942306,1628.049379847483,-3,1
1589,Mike Rodriguez,1290.0760841958077,1449.9630851500124,-3,1
496,Mike Russow,1792.8279432294855,2076.5059730937214,-2,4
1510,Mike Santiago,1104.5099783522483,1360.3599892988498,-3,0
691,Mike Stumpf,1267.5462227775552,1341.3090760641453,-2,0
147,Mike Swick,1666.7019539205592,2109.1521082819067,-2,5
449,Mike Wessel,1338.8149954744201,1338.8149954744201,-1,0
200,Mike Whitehead,1398.1347318540402,1398.1347318540402,-1,0
837,Mike Wilkinson,1679.912109015453,1830.8868251595088,-1,1
1050,Mike de la Torre,1516.4422906924317,1787.0317508571338,-2,1
158,Mike van Arsdale,1526.2312234290805,1736.1119303476282,-2,1
1134,Milana Dudieva,1335.0374964352966,1549.6170415656295,-2,1
1782,Miles Johns,1777.6782641741956,1824.3342915233986,-1,3
811,Milton Vieira,1454.2570178225485,1535.4725051166665,-1,0
1760,Miranda Granger,1228.2234055896834,1736.1119303476282,-3,1
1922,Miranda Maverick,1788.4695219824016,1855.193038100444,-1,4
290,Mirko Filipovic,1710.3541178113073,1770.9492817922744,1,2
1056,Mirsad Bektic,1698.1135609434584,1930.2675861544212,-3,4
1290,Misha Cirkunov,1600.806435908417,2023.9682952266521,-4,4
733,Mitch Clarke,1385.6213287687096,1771.4876666708865,-3,2
816,Mitch Gagnon,1493.6281950719647,1874.8651202515343,-3,4
2288,Mitch Ramirez,1413.926687751027,1413.926687751027,-1,0
2313,Mitch Raposo,1361.8454126815477,1439.97952032039,-2,0
1769,Mizuki,1558.592468622726,1615.8205458187865,1,1
867,Mizuto Hirota,1331.3640423069653,1573.8528487273538,-3,1
1868,Modestas Bukauskas,1725.613239923702,1736.1119303476282,3,3
2248,Mohammad Yahya,1157.2512039101866,1262.3236957477889,-2,0
2099,Mohammed Usman,1663.8278138002597,1877.1806638038777,1,3
1597,Molly McCann,1370.588716756341,1699.3834708923118,-2,3
1547,Montana De La Rosa,1578.130182391677,1973.2329840257166,1,3
1629,Montel Jackson,2070.2976439490867,2070.2976439490867,6,6
1967,Montserrat Conejo Ruiz,1249.0964248078028,1736.1119303476282,-3,1
2243,Montserrat Rendon,1423.5315526318095,1608.2960684211837,-1,1
2229,Morgan Charriere,1700.120238664619,1777.2067027239727,-1,1
450,Mostapha Al-Turk,1221.8383820933352,1373.0674999840455,-3,0
831,Motonobu Tezuka,1235.1137255325696,1344.8542290032203,-2,0
1866,Mounir Lazzez,1629.9743113005834,1949.061054055147,-1,1
1719,Movsar Evloev,2300.3579380704286,2300.3579380704286,9,9
2065,Muhammad Mokaev,2080.8672908880967,2080.8672908880967,7,7
2200,Muhammad Naimov,1974.2661292560945,2081.4936281925584,2,3
2203,Muin Gafurov,1788.562992339046,1788.562992339046,2,2
53,Murilo Bustamante,1829.1301947843053,1829.1301947843053,2,2
1538,Muslim Salikhov,1933.6351207251446,2090.4570335297317,2,5
2254,Myktybek Orolbai,1999.5228378064921,2080.720742949884,1,2
781,Myles Jury,1795.698509953485,2116.8230961796858,-2,6
1621,Nad Narimani,1540.449549751103,1831.3619821208267,-2,2
1531,Nadia Kassem,1396.414406731727,1674.9347289668917,-2,1
860,Nah-Shon Burrell,1512.6324731532893,1736.1119303476282,-1,1
600,Nam Phan,1326.991269921406,1445.7527401462632,-3,1
949,Nandor Guelmino,1360.3599892988498,1360.3599892988498,-1,0
1476,Naoki Inoue,1606.5646205504177,1736.1119303476282,-1,1
302,Naoyuki Kotani,1062.663965640521,1360.3599892988498,-5,0
1525,Nasrat Haqparast,1877.0178272553424,1877.0178272553424,5,5
1908,Nassourdine Imavov,2207.68465020801,2207.68465020801,4,4
2093,Natalia Silva,2155.793229405829,2155.793229405829,7,7
2035,Natan Levy,1409.0714405394929,1452.3829759305738,-1,2
323,Nate Diaz,2115.622113423604,2196.2112925116726,1,5
1826,Nate Landwehr,1763.0917702774784,1836.9107253112543,-1,3
402,Nate Loughran,1616.8841429131407,1736.1119303476282,-1,1
1879,Nate Maness,1728.1410447293051,1918.5462716068755,2,3
165,Nate Marquardt,1736.5170425915499,2162.2952237537156,-3,4
301,Nate Mohr,1198.2168879649664,1527.2873414843284,-2,1
146,Nate Quarry,1871.9583897976884,1992.0029481469605,-1,3
1312,Nathan Coy,1474.0993697026288,1519.4283281471041,-1,1
2336,Nathan Fletcher,1551.786772221806,1736.1119303476282,-1,1
1598,Nathaniel Wood,1965.1672153786235,2031.7252809059737,2,3
2363,Navajo Stirling,1721.5895887426336,1721.5895887426336,2,2
1293,Nazareno Malegarie,1447.3915292662846,1447.3915292662846,-1,0
2163,Nazim Sadykhov,1914.268332972434,1914.268332972434,4,4
469,Neil Grove,1360.3599892988498,1360.3599892988498,-1,0
859,Neil Magny,1972.079217863263,2131.946703624621,-2,7
1033,Neil Seery,1529.2174969884354,1707.6764036513564,-2,2
423,Neil Wain,1406.7669275878366,1406.7669275878366,-1,0
1544,Nicco Montano,1520.629788618881,1616.331953689279,-1,1
957,Nicholas Musoke,1564.7577756773308,1850.7567273057737,-2,2
117,Nick Agallar,1338.1773931920716,1338.1773931920716,-1,0
2138,Nick Aguirre,1211.1922911612223,1321.3373544093795,-2,0
460,Nick Catone,1542.8977515351917,1736.1119303476282,1,2
739,Nick Denis,1532.7352448900212,1628.8865909044962,-1,1
109,Nick Diaz,1710.221984547002,1933.0239752287227,-3,3
2137,Nick Fiore,1207.5352262136578,1360.3599892988498,-2,0
1074,Nick Hein,1422.9379387941506,1802.6856464738812,-3,3
2383,Nick Klein,1380.8631791662478,1380.8631791662478,-1,0
2016,Nick Maximov,1625.4852818908698,1806.641733067904,-2,2
486,Nick Osipczak,1639.6009113342964,1943.5116089362198,-3,2
597,Nick Pace,1430.4156347424405,1736.1119303476282,-2,1
762,Nick Penner,1233.9605179203409,1352.8250938247618,-2,0
624,Nick Ring,1598.7303281990462,1831.1217022946926,-2,2
1485,Nick Roehrick,1372.167963267541,1372.167963267541,-1,0
78,Nick Serra,1360.3599892988498,1360.3599892988498,-1,0
192,Nick Thompson,1595.4056775562854,1736.1119303476282,-1,1
1709,Nicolae Negumereanu,1548.5061269879184,1676.0856009089207,-1,4
1253,Nicolas Dalby,1947.5258927104505,2057.119175925353,-2,4
2368,Nicolle Caliari,1376.114516321335,1376.114516321335,-1,0
504,Nik Lentz,1802.5698378724337,1882.3751713702482,-3,5
939,Nikita Krylov,1924.2485640632594,2004.2354644546108,-1,5
1073,Niklas Backstrom,1529.9231551080393,1774.6232139910855,-2,1
1876,Niklas Stolze,1048.3708382383302,1444.0751797083772,-3,0
1442,Niko Price,1675.1423867232356,2052.3448436320523,-2,2
2055,Nikolas Motta,1601.9485127487383,1656.6815977796691,-1,2
2328,Nikolay Veretennikov,1345.5929317788955,1513.4617084039335,-2,0
1173,Nina Nunes,1711.506339055601,1788.757035217494,1,4
476,Nissen Osterneck,1435.5805038933142,1435.5805038933142,-1,0
1039,Noad Lahat,1549.930801954317,1641.3466471454126,-1,2
1754,Nohelin Hernandez,1260.93007338129,1389.9896178204422,-2,0
1133,Nolan Ticman,1345.577505412847,1360.3599892988498,-2,0
2227,Nora Cornolle,1859.5706384839439,1964.0928473135727,1,2
1044,Nordine Taleb,1709.9276957968727,1889.8484625220894,-1,3
621,Norifumi Yamamoto,1151.5103394215982,1360.3599892988498,-3,0
1837,Norma Dumont,1990.5532759383022,1990.5532759383022,5,5
835,Norman Parke,1721.5665590840595,1961.9103263348761,-1,4
2207,Nursulton Ruziboev,1872.8788886599837,1929.105389836027,2,2
2167,Nurullo Aliev,1931.33631031293,1931.33631031293,2,2
2359,Nyamjargal Tumendemberel,1341.47189087951,1341.47189087951,-1,0
2276,Oban Elliott,1780.1139308451693,1943.1048091112389,-1,3
1822,Ode Osbourne,1454.6665956410739,1551.8327577569873,1,2
761,Oli Thompson,1295.942494530143,1360.3599892988498,-2,0
1469,Oliver Enkamp,1314.6548582534283,1400.3335165895799,-2,0
1048,Olivier Aubin-Mercier,1673.573859809672,1881.9153210470504,-3,4
1289,Oluwale Bamgbose,1329.7326425286246,1631.3354117810886,-3,1
1820,Omar Morales,1553.3502916017312,1888.5311883243492,-3,2
960,Omari Akhmedov,1974.7475644510887,2006.3540073258882,-1,5
1999,Orion Cosce,1304.4568712247988,1479.8479748848258,-1,1
1521,Oskar Piechota,1413.504361173857,1759.5450912082576,-3,2
1777,Ottman Azaitar,1443.8797845498823,1936.038942037202,-3,2
2311,Oumar Sy,1707.8992490266708,1880.8388924223007,-1,2
900,Ovince Saint Preux,1661.5451783715905,2011.7438716524816,-1,4
2356,Ozzy Diaz,1609.5839012812667,1609.5839012812667,1,1
594,Pablo Garza,1491.6960882908265,1831.8425417730941,-1,2
1120,Paddy Holohan,1619.9800822247698,1742.551649040607,-1,2
2011,Paddy Pimblett,2151.192081207252,2151.192081207252,7,7
1188,Paige VanZant,1639.4375112421817,1954.209002461281,-1,3
1669,Pannie Kianzad,1551.103425087064,1768.9368731371094,-3,4
708,Papy Abedi,1336.7894413435188,1446.8605822278735,-1,1
1890,Parker Porter,1472.2548496674476,1715.701830021051,-1,3
585,Pascal Krauss,1547.3728599602844,1736.1119303476282,-1,1
576,Pat Audinwood,1221.597527892109,1318.3468005029627,-2,0
448,Pat Barry,1552.304674829316,1673.540510310306,-2,1
247,Pat Healy,1246.3965467316098,1360.3599892988498,-5,0
14,Pat Miletich,1603.5695707274897,1736.1119303476282,-1,1
1978,Pat Sabatini,2028.1724353919071,2043.143357662115,2,4
743,Pat Schilling,1212.2406697252004,1360.3599892988498,-2,0
2407,Patchy Mix,1466.9189925780938,1466.9189925780938,-1,0
2399,Patricio Freire,1473.3330480578893,1473.3330480578893,-1,0
136,Patrick Cote,1729.4868971075757,1818.5076510592512,-2,4
1020,Patrick Cummins,1622.951025789476,1913.1514809870291,-3,3
1108,Patrick Walsh,1547.8136757040897,1736.1119303476282,-1,1
1064,Patrick Williams,1305.7302606880298,1680.5081506595454,-2,1
680,Paul Bradley,1368.7443806129627,1368.7443806129627,-2,0
138,Paul Buentello,1566.3740014380446,1874.8309456669735,-2,2
1440,Paul Craig,1765.7427227602334,1914.4456235353625,-3,5
70,Paul Creighton,1421.4540935012737,1421.4540935012737,-1,0
503,Paul Daley,1907.6413240619793,2095.441011646266,-1,2
1160,Paul Felder,1955.235062066512,1991.5653231894476,-2,3
360,Paul Georgieff,1262.4713186546428,1262.4713186546428,-1,0
369,Paul Kelly,1600.9389597872073,1838.2927085516003,-1,2
1223,Paul Redmond,1291.1099083726403,1379.5498894647894,-2,0
49,Paul Rodriguez,1397.9339494194728,1397.9339494194728,-1,0
579,Paul Sass,1705.4649210361918,1955.1956176395684,-2,3
305,Paul Taylor,1528.8059409796542,1736.1119303476282,1,1
1459,Paulo Costa,2026.4584214921088,2206.5851324584673,-2,5
464,Paulo Thiago,1486.8897472904312,2066.0532501358507,-3,2
1082,Pawel Pawlak,1288.601387103214,1318.5433475518857,-1,1
2253,Payton Talbott,1873.3968665544146,1873.3968665544146,1,3
1465,Pearl Gonzalez,1248.442763303196,1381.6587819925624,-2,0
2302,Pedro Falcao,1298.8734960186246,1360.3599892988498,-2,0
1021,Pedro Munhoz,1862.4373049669891,2095.257894342357,-3,4
30,Pedro Rizzo,1708.495210002357,1772.1236002516696,2,2
976,Peggy Morgan,1360.3599892988498,1360.3599892988498,-1,0
371,Per Eklund,1332.8847192863052,1430.5060933691884,-1,1
2045,Pete Rodriguez,1331.3916555522985,1504.0958801148456,-1,1
137,Pete Sell,1481.1307075942964,1803.9811661427807,-1,1
73,Pete Spratt,1454.6520984843241,1736.1119303476282,-2,1
43,Pete Williams,1259.7994477519985,1360.3599892988498,-3,0
1884,Peter Barrett,1256.7971999206309,1411.704803004322,-2,0
482,Peter Sobotta,1604.496396234922,1732.2029218277125,-2,2
1603,Petr Yan,2252.6805143946035,2262.4743354140487,2,7
29,Phil Baroni,1326.681325699648,1763.0433978255162,-6,2
536,Phil Davis,2093.397106607822,2138.2964754803206,-1,5
827,Phil Harris,1264.8455523320094,1486.1124961270034,-2,1
1920,Phil Hawes,1533.2568561158462,1884.8486425557485,-3,3
35,Phil Johns,1398.0143350988403,1398.0143350988403,-1,0
1955,Phil Rowe,1811.564621930263,1859.4077963661018,1,3
705,Philip De Fries,1577.8056047897721,1766.7672054850411,-2,1
1845,Philipe Lins,1861.5075276236807,1861.5075276236807,4,4
82,Phillip Miller,1860.587668858267,1860.587668858267,2,2
440,Phillipe Nover,1320.829855476276,1383.6793219946271,-3,1
2069,Piera Rodriguez,1670.265591093843,1727.6681262247916,1,2
1623,Pingyuan Liu,1505.2831519841443,1719.863902063669,-2,2
940,Piotr Hallmann,1594.7684742483311,1869.3581512607473,-3,1
1519,Poliana Botelho,1421.7689567785808,1717.7433307067831,-3,2
1571,Polyana Viana,1383.998735913031,1736.1119303476282,-3,2
1995,Preston Parsons,1557.433356964697,1785.0206769201873,-2,1
1572,Priscila Cachoeira,1535.6524546639598,1542.7601170725736,1,2
2314,Puja Tomar,1360.517894611123,1549.0565608528575,-1,1
1818,Punahele Soriano,1711.4057452336513,1847.7969864229683,2,2
2327,Quang Le,1485.807968175329,1485.807968175329,1,1
2376,Quillan Salkilld,1802.8419194521293,1802.8419194521293,2,2
870,Quinn Mulhern,1267.6047323057803,1430.3793111066284,-2,0
291,Quinton Jackson,1913.1808916715447,2066.3052841334234,1,3
1548,Rachael Ostovich,1335.3835569444063,1736.1119303476282,-3,1
1965,Rafa Garcia,1796.7753898735086,1796.7753898735086,1,2
1988,Rafael Alves,1540.9350768658803,1730.7624977625908,-2,1
916,Rafael Cavalcante,1526.6847986243529,1683.2924751707224,-3,1
2344,Rafael Cerqueira,1294.3959624310737,1360.7168000502188,-2,0
428,Rafael Dos Anjos,1903.897015743429,2239.4230085650083,-3,5
2255,Rafael Estevam,1837.2394793928397,1837.2394793928397,2,2
1723,Rafael Fiziev,2083.083826238465,2157.148211718362,1,6
573,Rafael Natal,1662.0251616453302,1821.027372348112,-3,4
506,Rafaello Oliveira,1383.7085376711696,1572.4873192035766,-2,1
1522,Ramazan Emeev,1726.962593851595,2162.9221256310843,-2,3
2339,Ramazan Temirov,1854.5497986911646,1854.5497986911646,2,2
367,Rameau Thierry Sokoudjou,1433.2823038536953,1560.3119841682606,-1,1
945,Ramiro Hernandez,1258.9117728611855,1320.0826462518407,-2,0
1930,Ramiz Brahimaj,1613.2913116158677,1613.2913116158677,2,2
2265,Ramon Taveras,1479.9852480565712,1594.444770466196,-1,1
2061,Ramona Pascual,1186.062152211243,1416.0219814653196,-3,0
660,Ramsey Nijem,1670.5615546087893,1799.1379490500217,-2,3
1202,Randa Markos,1502.3479264805678,1631.7508577373267,1,1
1332,Randy Brown,2084.453498310462,2084.453498310462,1,4
1717,Randy Costa,1310.2047740108299,1523.313206912202,-3,2
0,Randy Couture,1892.7915028021005,2051.781245103639,-1,3
614,Rani Yahya,1676.8630585797728,1850.0516517013996,-2,4
1615,Raoni Barcelos,1901.5681690661668,2017.2649571348454,3,5
643,Raphael Assuncao,1784.6722712619423,2089.4058926970906,-1,7
1767,Raphael Pessoa,1418.2589048055745,1519.0340305966652,-1,1
968,Raquel Pennington,1950.0165329794145,1973.3974039037666,-1,6
1468,Rashad Coulter,1158.6931348644305,1158.6931348644305,1,1
181,Rashad Evans,1801.4593257330762,2202.642115222011,-5,8
1008,Rashid Magomedov,1973.4587121289328,2081.8000109682766,1,4
2130,Raul Rosas Jr.,1748.8144043871664,1748.8144043871664,4,4
1698,Raulian Paiva,1559.861496634732,1758.9361667495677,-2,3
2245,Ravena Oliveira,1379.2625867220445,1379.2625867220445,-1,0
1060,Ray Borg,1831.5868463062484,1927.7301697930325,-1,3
1898,Ray Rodriguez,1333.8514366153697,1390.9908671913422,-2,0
2260,Rayanne dos Santos,1160.075181018295,1447.3915292662846,-3,0
430,Razak Al-Hassan,1284.9770249071496,1360.3599892988498,-2,0
404,Reese Andy,1360.1627726812405,1390.4019368970896,-2,0
1282,Reginaldo Vieira,1460.730163013567,1736.1119303476282,-2,1
2322,Rei Tsuruya,1552.1275334156717,1719.8567236783294,-1,1
2346,Reinier de Ridder,2218.987652467165,2218.987652467165,3,3
653,Renan Barao,1542.1139221517653,2165.500670033837,-5,7
1213,Renato Moicano,2076.461170705463,2144.175344631339,-2,4
6,Renato Sobral,1719.6589364923489,1794.1840687324193,1,3
121,Renato Verissimo,1626.2871379635608,1822.97739597841,-2,1
829,Renee Forte,1403.7794160144676,1574.4888248399773,-2,1
548,Renzo Gracie,1447.7205746938914,1447.7205746938914,-1,0
635,Reuben Duran,1336.3579014760155,1620.5147486584574,-2,1
297,Rex Holman,1419.2322763213128,1419.2322763213128,-1,0
764,Reza Madadi,1618.0018226131233,1812.909419033047,-2,1
1875,Rhys McKee,1430.0641967026302,1430.0641967026302,1,1
1069,Ricardo Abreu,1512.6787074729646,1736.1119303476282,-1,1
44,Ricardo Almeida,1822.9076711034838,1948.1581843434046,-1,3
527,Ricardo Funch,1195.8344438474496,1402.8253443667827,-4,0
674,Ricardo Lamas,1935.0031574038567,2106.861288887082,1,4
1452,Ricardo Ramos,1602.1717590820479,1938.7011926460953,-1,3
564,Ricardo Romero,1358.5801259449581,1603.9623982585367,-2,1
47,Ricco Rodriguez,1687.3859695536087,1977.0466776562384,-2,5
557,Rich Attonito,1645.713889460573,1830.8814224685586,-1,2
93,Rich Clementi,1589.5958486426975,1707.872009491247,-2,4
97,Rich Franklin,1904.9268851582888,2255.7001861157783,-1,7
99,Richard Crunkilton,1360.3599892988498,1360.3599892988498,-1,0
1045,Richard Walsh,1448.3342224063256,1736.1119303476282,-2,1
1079,Richardson Moreira,1358.8990674192403,1360.3599892988498,-2,0
361,Richie Hightower,1360.3599892988498,1360.3599892988498,-1,0
1612,Richie Smullen,1360.3599892988498,1360.3599892988498,-1,0
984,Richie Vaculik,1229.547344351851,1576.185384111886,-2,1
218,Rick Davis,1285.8087002756733,1285.8087002756733,-1,0
483,Rick Story,2010.2726411223907,2088.373731749601,-1,6
1404,Ricky Glenn,1531.0361065187292,1790.8553930307849,-3,2
1591,Ricky Rainey,1225.0582662402276,1250.20846065253,-2,0
1593,Ricky Simon,1899.349394783236,2027.8827236323004,2,5
2005,Ricky Turcios,1250.1855759332063,1594.444770466196,-2,1
626,Riki Fukuda,1489.0744925883855,1539.1389442798063,-1,1
1157,Rin Nakai,1190.2381416443977,1278.7524034335793,-2,0
2089,Rinat Fakhretdinov,2077.1886883655807,2077.1886883655807,5,5
2147,Rinya Nakamura,1617.5350877007181,1844.0210361170143,-1,3
2411,Rizvan Kuniev,1668.2963650097563,1668.2963650097563,-1,0
299,Roan Carneiro,1757.2746016200656,1861.2177379854656,-1,1
578,Rob Broughton,1471.7835234207914,1736.1119303476282,-2,1
375,Rob Emerson,1401.6738278322944,1667.39455700838,-1,2
1104,Rob Font,2027.4652710210762,2132.7701715013627,2,4
394,Rob Kimmons,1359.626966523692,1624.692912062679,-2,1
207,Rob MacDonald,1423.6762265032112,1573.0156141904224,-1,1
1508,Rob Wilkinson,1260.7372291355214,1405.074298056759,-2,0
377,Rob Yundt,1226.5292852924379,1339.334665966293,-2,0
68,Robbie Lawler,1933.8254515013969,2285.038427067838,1,5
2286,Robelis Despaigne,1329.7493513161373,1612.76407952236,-2,1
2272,Robert Bryczek,1217.1947324639518,1217.1947324639518,-1,0
880,Robert McDaniel,1447.8481925375586,1736.1119303476282,-2,1
690,Robert Peralta,1584.460553238413,1709.7901560484984,-2,2
1504,Robert Sanchez,1427.6355454976888,1486.5887028248205,-1,1
2333,Robert Valentin,1336.788908749214,1360.3599892988498,-2,0
958,Robert Whiteford,1564.6570006215493,1660.710357485699,-2,2
834,Robert Whittaker,2225.780549064195,2347.7105415445403,-1,9
2351,Roberto Romero,1234.6735565986337,1411.4484555975814,-2,0
58,Roberto Traven,1360.3599892988498,1360.3599892988498,-1,0
1245,Rocky Lee,1360.3599892988498,1360.3599892988498,-1,0
524,Rodney Wallace,1224.8057842726191,1344.6426185886828,-3,0
2257,Rodolfo Bellato,1730.2271909226308,1748.4234650892404,1,1
1174,Rodolfo Rubio Perez,1360.3599892988498,1360.3599892988498,-1,0
1763,Rodolfo Vieira,1747.7878218594587,1858.1120807651857,-1,2
804,Rodrigo Damm,1509.315174709348,1736.1119303476282,-3,2
1847,Rodrigo Nascimento,1697.9443163961682,1833.0497040168314,-2,3
76,Rodrigo Ruas,1360.3599892988498,1360.3599892988498,-1,0
1101,Rodrigo de Lima,1229.4547543640294,1338.541834423273,-2,0
899,Roger Bowling,1273.2367931332772,1338.6639059608983,-2,0
925,Roger Gracie,1360.3599892988498,1360.3599892988498,-1,0
820,Roger Hollett,1242.8437586601704,1420.0664571011193,-2,0
256,Roger Huerta,1890.4076629769331,1991.9293076891881,-2,6
1085,Roger Narvaez,1521.4912955537513,1584.5955974167036,-1,1
1296,Roger Zapata,1278.8291810098808,1278.8291810098808,-1,0
1692,Rogerio Bontorin,1513.4690855897202,1729.5014148541215,-3,2
513,Rogerio Nogueira,1828.9924257415416,2026.9989735242334,-2,2
719,Roland Delorme,1462.738527603956,1902.2619433042494,-3,3
2197,Rolando Bedoya,1323.5480281195917,1624.0025154156742,-3,0
436,Rolando Delgado,1393.6356203040389,1736.1119303476282,-2,1
1480,Rolando Dy,1253.4249845819452,1348.0875347994013,-1,1
1100,Roldan Sangcha'an,1156.6344229852739,1273.5956884778484,-2,0
538,Rolles Gracie,1360.3599892988498,1360.3599892988498,-1,0
1863,Roman Bogatov,1468.1918005456077,1468.1918005456077,-1,0
