,name,current_rating,peak_rating,current_streak,best_streak
2390,Yuneisy Duben,1228.971673994382,1228.971673994382,-1,0
864,Yuri Villefort,1301.5361453275546,1360.3599892988498,-2,0
2150,Yusaku Kinoshita,1213.4635228915795,1321.7372917923221,-2,0
249,Yushin Okami,1792.3756975482004,2124.9070526824153,-1,4
1295,Yusuke Kasuya,1238.6302525466704,1369.1207616613397,-2,0
1137,Yuta Sasaki,1589.5636397635649,1768.996370914413,-1,1
54,Yves Edwards,1510.272065805543,1868.3732060367736,-4,6
651,Yves Jabouin,1508.599378182059,1750.172976608647,-2,3
1506,Zabit Magomedsharipov,2137.800617997014,2137.800617997014,6,6
2101,Zac Pauga,1323.5122623584848,1517.3078171247084,-2,1
77,Zach Light,1360.3599892988498,1360.3599892988498,-1,0
988,Zach Makovsky,1651.6140986709543,1880.6042996081187,-3,2
2258,Zachary Reese,1514.8827958403053,1553.895083965249,1,2
2349,Zachary Scroggin,1440.6416507980834,1440.6416507980834,-1,0
937,Zak Cummings,1931.9721092291272,1962.9923804314467,2,2
1408,Zak Ottow,1617.598311567811,1719.6961071233875,-1,1
1797,Zarah Fairn,1148.9858644933095,1291.119181819328,-4,0
1855,Zarrukh Adashev,1314.4813328899882,1407.815600192306,-1,1
1716,Zelim Imadaev,1275.9273386425075,1428.5283308795847,-3,0
1865,Zhalgas Zhumagulov,1301.9359551294358,1352.753064893081,-4,1
1025,Zhang Lipeng,1404.8768815717303,1731.8457645871706,-2,2
2274,Zhang Mingyang,2005.6229817493027,2005.6229817493027,3,3
625,Zhang Tiequan,1280.723714182432,1629.5143495336781,-3,1
1626,Zhang Weili,2234.6311214339885,2234.6311214339885,5,5
1014,Zubaira Tukhugov,1799.7185859960312,1886.2514176080422,-1,3
2023,Zviad Lazishvili,1307.6392713863852,1307.6392713863852,-1,0
2337,Zygimantas Ramaska,1360.3599892988498,1360.3599892988498,-1,0
